Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:02:07:415,38.903461,-77.007583,5,6,520110,1,0,0,0,0,0,-71,-71,,,625,2600.550000,20,30,C,1,1,1,0,0,2324968,18.9,-94.56,-94.56,-10.81,24.84,-94.67,-94.67,-10.81,23.58,0,24.38,-95.45,-95.45,-10.81,21.94,-94.86,-94.86,-10.53,23.55,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:03:23:366,38.903566,-77.007441,6,7,520110,1,0,0,0,0,0,-71.3,-71.3,,,625,2600.550000,20,30,C,1,1,1,0,0,2324928,18.9,-95.18,-95.18,-10.81,23.04,-95.46,-95.46,-10.81,23.37,0,23.5,-95.43,-95.43,-10.74,21.26,-95.35,-95.35,-10.73,22.66,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:04:45:623,38.903672,-77.007298,7,8,520110,1,0,0,0,0,0,-71.5,-71.5,,,625,2600.550000,20,30,C,1,1,1,0,0,2324880,18.9,-94.83,-94.83,-10.82,21.61,-95.23,-95.23,-10.82,21.22,0,21.97,-96.15,-96.15,-10.89,19.8,-95.33,-95.33,-10.46,21.15,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:06:02:415,38.903778,-77.007155,8,9,520110,1,0,0,0,0,0,-70.2,-70.2,,,625,2600.550000,20,30,C,1,1,1,0,0,2324844,18.9,-94.63,-94.63,-10.83,20.92,-94.61,-94.61,-10.8,23.65,0,22.57,-94.2,-94.2,-10.81,21.29,-94.48,-94.48,-10.95,22.09,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:07:27:387,38.903883,-77.007012,9,10,520110,1,0,0,0,0,0,-57,-57,,,625,2600.550000,20,30,C,1,1,1,0,0,2324796,18.9,-80.78,-80.78,-10.81,23.53,-81.08,-81.08,-10.81,24.16,0,24.03,-81.31,-81.31,-10.8,21.52,-81.05,-81.05,-10.68,23.11,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:08:58:503,38.904355,-77.006319,10,11,520110,1,0,0,0,0,0,-72.4,-72.4,,,625,2600.550000,20,30,C,1,2,1,0,0,2324736,18.9,-101.52,-101.52,-11.27,12.03,-101.69,-101.69,-11.36,11.21,48,12.61,-95.64,-95.64,-11.17,15.29,-98.71,-98.71,-12.96,14.16,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:08:58:503,38.904355,-77.006319,10,11,520110,1,0,0,0,0,0,-72.4,-72.4,,,596,2600.550000,20,30,C,1,2,1,2,0,2385896,19.4,-115.79,-115.79,-11.87,6.33,-114.95,-114.95,-11.74,6.8,16,7.58,-117.54,-117.54,-12.64,5.67,-115.94,-115.94,-11.55,7.08,3F6624,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:10:25:188,38.904024,-77.006861,11,12,520110,1,0,0,0,0,0,-73.4,-73.4,,,625,2600.550000,20,30,C,1,1,1,0,0,2324744,18.9,-98.1,-98.1,-11.12,12.65,-98.53,-98.53,-11.13,12.78,0,13.71,-98.01,-98.01,-11.45,12.82,-98.21,-98.21,-11.45,13.39,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:10:25:188,38.904093,-77.006767,12,13,520110,1,0,0,0,0,0,-73.4,-73.4,,,625,2600.550000,20,30,C,1,1,1,0,0,2324744,18.9,-97.87,-97.87,-11.04,14.59,-98.45,-98.45,-11.11,13.25,0,14.91,-97.84,-97.84,-11.24,13.54,-98.05,-98.05,-11.28,14.4,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
07/07/2026,14:10:25:188,38.904161,-77.006673,13,14,520110,1,0,0,0,0,0,-73.7,-73.7,,,625,2600.550000,20,30,C,1,1,1,0,0,2324744,18.9,-98.64,-98.64,-11.1,12.98,-98.94,-98.94,-11.15,12.49,0,13.74,-98.32,-98.32,-11.5,12.99,-98.63,-98.63,-11.54,13.46,,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
