Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:02:03:292,38.903461,-77.007583,2,3,387170,1,0,0,0,0,0,-76.8,-76.8,,,538,1935.850000,20,15,A,1,1,1,0,0,2324584,18.9,-101.45,-101.45,-11.47,8.98,-101.52,-101.52,-11.55,8.55,0,9.76,-101.97,-101.97,-11.35,10.17,-101.63,-101.63,-11.25,9.88,,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,,,
07/07/2026,14:03:19:365,38.903566,-77.007441,3,4,387170,1,0,0,0,0,0,-80.3,-80.3,,,538,1935.850000,20,15,A,1,1,1,0,0,2324620,18.9,-104.86,-104.86,-11.03,15.39,-104.93,-104.93,-11.05,14.71,0,16.04,-105.05,-105.05,-11.04,13.37,-104.94,-104.94,-10.99,15.01,,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,,,
07/07/2026,14:04:41:269,38.903672,-77.007298,4,5,387170,1,0,0,0,0,0,-79.6,-79.6,,,538,1935.850000,20,15,A,1,1,1,0,0,2324528,18.9,-104.87,-104.87,-11.76,7.29,-105.12,-105.12,-11.92,6.64,0,7.96,-105.54,-105.54,-12.23,6.81,-105.16,-105.16,-11.91,7.59,,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,,,
07/07/2026,14:05:58:282,38.903778,-77.007155,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:23:288,38.903883,-77.007012,6,7,387170,1,0,0,0,0,0,-76.3,-76.3,,,538,1935.850000,20,15,A,1,1,1,0,0,2324504,18.9,-100.45,-100.45,-11.04,14.55,-100.5,-100.5,-11.26,11.3,0,13.64,-101.79,-101.79,-11.51,12.92,-100.86,-100.86,-10.92,13.44,,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,,,
07/07/2026,14:08:54:417,38.904355,-77.006319,7,8,387170,1,0,0,0,0,0,-86.1,-86.1,,,538,1935.850000,20,15,A,1,1,1,0,0,2324392,18.9,-110.88,-110.88,-11.74,7.51,-110.15,-110.15,-11.51,9.14,32,9.32,-112.02,-112.02,-11.72,10.35,-110.93,-110.93,-11.18,9.55,,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,,,
07/07/2026,14:10:21:188,38.903884,-77.007010,8,9,387170,1,0,0,0,0,0,-77.4,-77.4,,,538,1935.850000,20,15,A,1,1,1,0,0,2324408,18.9,-102.06,-102.06,-11.05,14.97,-102.09,-102.09,-11.1,14.01,0,15.46,-102.28,-102.28,-11.19,12.96,-102.14,-102.14,-11.08,14.52,,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,,,
07/07/2026,14:11:54:992,38.904472,-77.006287,9,10,387170,1,0,0,0,0,0,-85.7,-85.7,,,538,1935.850000,20,15,A,1,1,1,0,0,2324376,18.9,-112.15,-112.15,-12.38,4.44,-112.13,-112.13,-12.68,3.65,96,4.92,-111.89,-111.89,-12.64,4.46,-112.06,-112.06,-12.69,4.76,,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,,,
07/07/2026,14:13:25:812,38.904166,-77.006710,10,11,387170,1,0,0,0,0,0,-78.2,-78.2,,,538,1935.850000,20,15,A,1,1,1,0,0,2324408,18.9,-104.65,-104.65,-12.99,3.06,-106.8,-106.8,-14.75,-0.7,96,1.28,-107.26,-107.26,-15.44,-1.87,-106.06,-106.06,-14.24,0.27,,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,,,
07/07/2026,14:15:04:092,38.904948,-77.005678,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
