Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:02:33:652,38.903461,-77.007583,5,6,125530,1,0,0,0,0,0,-59.5,-59.5,,,64,627.650000,20,15,A,1,1,1,1,0,2377272,19.33,-84.38,-84.38,-11.65,7.48,-84.4,-84.4,-11.63,7.71,160,8.59,-85.34,-85.34,-11.97,6.9,-84.67,-84.67,-11.53,8.06,,,,,Stand Alone,20,632.000000,,,,,,,,,,,,,,,
07/07/2026,14:03:49:470,38.903566,-77.007441,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:05:12:128,38.903672,-77.007298,7,8,125530,1,0,0,0,0,0,-61.5,-61.5,,,63,627.650000,20,15,A,1,1,1,1,0,2377224,19.33,-92.36,-92.36,-18.06,-5.79,-93.62,-93.62,-19.23,-6.15,96,-6.34,-91.48,-91.48,-15.82,-8.35,-92.4,-92.4,-17.24,-6.81,30ABC4,,,,Stand Alone,20,632.000000,,,,,,,,,,,,,,,
07/07/2026,14:06:28:457,38.903778,-77.007155,8,9,125530,1,0,0,0,0,0,-68.7,-68.7,,,64,627.650000,20,15,A,1,2,1,1,0,2377256,19.33,-99.27,-99.27,-15.36,-1.47,-98.93,-98.93,-15.26,-1.32,128,-1.79,-94.88,-94.88,-13.11,3.18,-97.26,-97.26,-14.89,0.27,6AABC4,,,,Stand Alone,20,632.000000,,,,,,,,,,,,,,,
07/07/2026,14:06:28:457,38.903778,-77.007155,8,9,125530,1,0,0,0,0,0,-68.7,-68.7,,,63,627.650000,20,15,A,1,2,1,1,0,2377288,19.33,-99.66,-99.66,-15.74,-1.73,-100.2,-100.2,-16.54,-2.95,96,-3.15,-102.5,-102.5,-20.73,-17.98,-100.78,-100.78,-18.41,-8.08,,,,,Stand Alone,20,632.000000,,,,,,,,,,,,,,,
07/07/2026,14:07:53:957,38.904494,-77.006170,9,10,125530,1,0,0,0,0,0,-45.7,-45.7,,,64,627.650000,20,15,A,2,1,1,1,0,2377232,19.33,-69.89,-69.89,-11.71,6.93,-70.29,-70.29,-11.68,7.13,0,8.02,-71.92,-71.92,-11.99,6.44,-70.59,-70.59,-11.26,7.6,16ABC4,6E88140A098849813FB800508D20006826234904FEE00142348001000C50010810C04A08460120000069670CB10F9B82010000008400020834A01440358084144006708460828F000001A79738658B484401D30351066402802F38237086E18DC41BED97C44058F1015157B90C51043800000000,310;311,260;490,Stand Alone,20,632.000000,5238272,5405704193,Yes,,,0C0A080010273B2000000000,12,0A,08,00,10,39,3B2000000000,,
07/07/2026,14:07:53:957,38.904494,-77.006170,9,10,123870,1,0,0,0,0,0,-68.6,-68.6,,,216,619.350000,20,15,A,2,1,1,0,0,2324844,18.9,-94.11,-94.11,-11.89,7.49,-94.22,-94.22,-11.6,9.28,0,9.28,-94.35,-94.35,-12.26,6.87,-94.22,-94.22,-12.02,8.38,168010,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:53:963,38.904459,-77.006207,10,11,125530,1,0,0,0,0,0,-44.3,-44.3,,,64,627.650000,20,15,A,1,1,1,1,0,2377232,19.33,-68.38,-68.38,-11.48,8.42,-68.56,-68.56,-11.55,7.77,0,9.09,-70.17,-70.17,-11.58,8.81,-68.95,-68.95,-11,9.02,,,,,Stand Alone,20,632.000000,5238272,5405704193,Yes,,,,,,,,,,,,
07/07/2026,14:07:53:963,38.904425,-77.006245,11,12,125530,1,0,0,0,0,0,-43.6,-43.6,,,64,627.650000,20,15,A,1,1,1,1,0,2377232,19.33,-67.67,-67.67,-11.47,8.46,-67.86,-67.86,-11.51,7.98,0,9.21,-69.5,-69.5,-11.57,9.02,-68.25,-68.25,-10.97,9.17,,,,,Stand Alone,20,632.000000,5238272,5405704193,Yes,,,,,,,,,,,,
07/07/2026,14:07:53:963,38.904390,-77.006282,12,13,125530,1,0,0,0,0,0,-43.5,-43.5,,,64,627.650000,20,15,A,1,1,1,1,0,2377232,19.33,-67.45,-67.45,-11.45,8.71,-67.74,-67.74,-11.5,8.06,0,9.38,-69.56,-69.56,-11.83,8.31,-68.13,-68.13,-11.03,9.11,,,,,Stand Alone,20,632.000000,5238272,5405704193,Yes,,,,,,,,,,,,
07/07/2026,14:09:25:559,38.903816,-77.007067,13,14,125530,1,0,0,0,0,0,-68,-68,,,64,627.650000,20,15,A,1,2,1,1,0,2377112,19.33,-93.11,-93.11,-12.41,3.52,-93.12,-93.12,-12.35,3.77,128,4.55,-95.94,-95.94,-13.72,2.33,-93.84,-93.84,-12.18,4.01,,,,,Stand Alone,20,632.000000,5238272,5405704193,Yes,,,,,,,,,,,,
07/07/2026,14:09:25:559,38.903816,-77.007067,13,14,125530,1,0,0,0,0,0,-68,-68,,,63,627.650000,20,15,A,1,2,1,1,0,2377072,19.33,-98.2,-98.2,-17.48,-5.38,-99.18,-99.18,-18.4,-6.16,96,-6.15,-100.43,-100.43,-18.21,-5.82,-97.71,-97.71,-16.05,-5.4,0EABC4,,,,Stand Alone,20,632.000000,,,,,,,,,,,,,,,
07/07/2026,14:09:25:559,38.903833,-77.007053,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:09:25:559,38.903850,-77.007039,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:09:25:559,38.903867,-77.007025,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:10:52:277,38.904024,-77.006861,17,18,125530,1,0,0,0,0,0,-62.9,-62.9,,,64,627.650000,20,15,A,1,2,1,1,0,2377128,19.33,-89.05,-89.05,-12.99,2.51,-88.78,-88.78,-12.89,2.54,0,3.33,-90.54,-90.54,-13.73,2.65,-89.37,-89.37,-12.87,3.15,,,,,Stand Alone,20,632.000000,5238272,5405704193,Yes,,,,,,,,,,,,
07/07/2026,14:10:52:277,38.904024,-77.006861,17,18,125530,1,0,0,0,0,0,-62.9,-62.9,,,63,627.650000,20,15,A,1,2,1,1,0,2377140,19.33,-94.77,-94.77,-18.71,-6.64,-95.16,-95.16,-19.27,-6.64,320,-6.98,-92.83,-92.83,-16.02,-7.8,-94.13,-94.13,-17.63,-6.97,,,,,Stand Alone,20,632.000000,,,,,,,,,,,,,,,
07/07/2026,14:10:52:277,38.904093,-77.006767,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
