Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:02:01:927,38.903461,-77.007583,5,6,423150,1,0,0,0,0,0,-76.8,-76.8,,,594,2115.750000,20,15,A,1,1,1,0,0,2324696,18.9,-101.1,-101.1,-10.81,24.88,-100.81,-100.81,-10.83,19.53,32,21.84,-101.68,-101.68,-11.01,18.7,-101.13,-101.13,-10.65,20.56,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:03:18:188,38.903566,-77.007441,6,7,423150,1,0,0,0,0,0,-71.1,-71.1,,,594,2115.750000,20,15,A,1,1,1,0,0,2324696,18.9,-95.1,-95.1,-10.8,32.26,-94.98,-94.98,-10.8,29.28,0,28.27,-95.76,-95.76,-10.78,25.07,-95.26,-95.26,-10.54,27.09,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:04:39:918,38.903672,-77.007298,7,8,423150,1,0,0,0,0,0,-73.1,-73.1,,,594,2115.750000,20,15,A,1,1,1,0,0,2324664,18.9,-97.52,-97.52,-10.8,27.67,-97.29,-97.29,-10.8,24.4,0,25.35,-97.59,-97.59,-10.83,22.29,-97.46,-97.46,-10.75,24.15,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:05:57:079,38.903778,-77.007155,8,9,423150,1,0,0,0,0,0,-69.2,-69.2,,,594,2115.750000,20,15,A,1,1,1,0,0,2324568,18.9,-93.68,-93.68,-10.8,33.79,-93.94,-93.94,-10.8,27.84,0,28.14,-93.47,-93.47,-10.78,26.26,-93.7,-93.7,-10.9,27.41,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:07:21:977,38.903883,-77.007012,9,10,423150,1,0,0,0,0,0,-55.7,-55.7,,,594,2115.750000,20,15,A,1,1,1,0,0,2324504,18.9,-79.67,-79.67,-10.79,33.43,-79.8,-79.8,-10.82,22.84,0,25.81,-80.51,-80.51,-10.87,21.76,-79.97,-79.97,-10.59,24.24,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:08:53:132,38.904355,-77.006319,10,11,423150,1,0,0,0,0,0,-58.9,-58.9,,,594,2115.750000,20,15,A,1,1,1,0,0,2324460,18.9,-83.44,-83.44,-10.79,33.54,-83.21,-83.21,-10.8,28.83,0,29.09,-83.35,-83.35,-10.75,26.96,-83.33,-83.33,-10.76,28.29,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:10:19:849,38.903884,-77.007010,11,12,423150,1,0,0,0,0,0,-71.1,-71.1,,,594,2115.750000,20,15,A,1,1,1,0,0,2324436,18.9,-98.24,-98.24,-10.82,22.27,-97.34,-97.34,-11.01,16.65,0,18.93,-95.04,-95.04,-11.11,17.19,-96.71,-96.71,-11.98,18.02,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:11:53:762,38.904472,-77.006287,12,13,423150,1,0,0,0,0,0,-65.5,-65.5,,,594,2115.750000,20,15,A,1,1,1,0,0,2324440,18.9,-90.65,-90.65,-10.8,30.89,-90.49,-90.49,-10.8,25.65,0,26.88,-89.52,-89.52,-10.75,25.65,-90.2,-90.2,-11.12,26.38,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:13:24:492,38.904166,-77.006710,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:15:02:798,38.904948,-77.005678,14,15,423150,1,0,0,0,0,0,-63.2,-63.2,,,594,2115.750000,20,15,A,1,1,1,0,0,2324312,18.9,-87.64,-87.64,-10.79,34.45,-87.37,-87.37,-10.8,30.61,0,29.46,-87.66,-87.66,-10.79,26.79,-87.55,-87.55,-10.74,28.44,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
