Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:02:14:260,38.903461,-77.007583,5,6,423150,1,0,0,0,0,0,-79.1,-79.1,,,594,2115.750000,20,15,A,1,1,1,0,0,2324740,18.9,-103.28,-103.28,-10.81,23.69,-103.32,-103.32,-10.95,17.67,0,20.8,-104.19,-104.19,-11.23,15.47,-103.58,-103.58,-10.82,18.56,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:03:29:916,38.903566,-77.007441,6,7,423150,1,0,0,0,0,0,-73.6,-73.6,,,594,2115.750000,20,15,A,1,1,1,0,0,2324660,18.9,-97.75,-97.75,-10.8,29.47,-97.71,-97.71,-10.8,25.43,0,26.4,-98.25,-98.25,-10.83,24.48,-97.89,-97.89,-10.65,25.74,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:04:52:472,38.903672,-77.007298,7,8,423150,1,0,0,0,0,0,-78.6,-78.6,,,594,2115.750000,20,15,A,1,1,1,0,0,2324656,18.9,-103.8,-103.8,-10.82,20.54,-103.53,-103.53,-10.92,19.79,0,20.58,-102.87,-102.87,-10.97,18.57,-103.42,-103.42,-11.22,19.74,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:06:08:877,38.903778,-77.007155,8,9,423150,1,0,0,0,0,0,-69.6,-69.6,,,594,2115.750000,20,15,A,1,1,1,0,0,2324568,18.9,-94.58,-94.58,-10.8,34.18,-94.49,-94.49,-10.8,30.78,0,29.49,-93.83,-93.83,-10.8,27.58,-94.3,-94.3,-11.03,28.71,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:07:34:068,38.903883,-77.007012,9,10,423150,1,0,0,0,0,0,-47.7,-47.7,,,594,2115.750000,20,15,A,1,1,1,0,0,2324504,18.9,-71.61,-71.61,-10.81,24.74,-71.99,-71.99,-10.81,23.25,0,24.17,-72.31,-72.31,-10.79,21.09,-71.95,-71.95,-10.62,23.02,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:09:05:069,38.904355,-77.006319,10,11,423150,1,0,0,0,0,0,-50.3,-50.3,,,594,2115.750000,20,15,A,1,1,1,0,0,2324468,18.9,-74.63,-74.63,-10.79,35.53,-74.63,-74.63,-10.79,32.46,0,33.73,-74.8,-74.8,-10.8,30.93,-74.68,-74.68,-10.74,32.65,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:10:31:950,38.904024,-77.006861,11,12,423150,1,0,0,0,0,0,-67.6,-67.6,,,594,2115.750000,20,15,A,1,1,1,0,0,2324432,18.9,-91.26,-91.26,-10.8,32.15,-91.84,-91.84,-10.82,21.08,0,24.18,-92.52,-92.52,-10.92,19.4,-91.8,-91.8,-10.52,22.52,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:12:05:533,38.904472,-77.006287,12,13,423150,1,0,0,0,0,0,-66.5,-66.5,,,594,2115.750000,20,15,A,1,1,1,0,0,2324424,18.9,-93.46,-93.46,-10.81,22.44,-93.14,-93.14,-11.03,17.31,96,20.05,-90.1,-90.1,-10.82,21.67,-91.95,-91.95,-11.82,20.77,,,,,Non Stand Alone,,,,,,,,,,,,,,,,,
07/07/2026,14:13:36:768,38.904166,-77.006710,13,14,434910,1,0,0,0,0,0,-90.2,-90.2,,,88,2174.550000,20,15,A,2,3,1,1,0,2377160,19.33,-114.01,-114.01,-11.54,8.91,-125.42,-125.42,-20.57,-7.61,544,9.91,-119.14,-119.14,-15.16,-7.85,-118.71,-118.71,-14.91,9.91,546414,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:13:36:768,38.904166,-77.006710,13,14,434910,1,0,0,0,0,0,-90.2,-90.2,,,396,2174.550000,20,15,A,2,3,1,0,0,2324336,18.9,-116.74,-116.74,-11.53,9.9,-121.45,-121.45,-14.19,-0.07,160,5.05,-125.81,-125.81,-18.01,-8.41,-120.17,-120.17,-13.07,5.05,546414,,,,,,,,,,,,,,,,,,,,,
